UPID,Flipkart_URL
16567844,https://www.flipkart.com/gespo-solid-men-round-neck-blue-t-shirt/p/itm92a1c7c69bcb9?pid=TSHFN93HSUF3PACB&lid=LSTTSHFN93HSUF3PACB6CG75A&marketplace=FLIPKART&q=GESPO+&store=clo%2Fash%2Fank%2Fedy&srno=s_1_21&otracker=search&otracker1=search&fm=SEARCH&iid=bac88593-2390-438c-80db-bd3ec20bdceb.TSHFN93HSUF3PACB.SEARCH&ppt=sp&ppn=sp&ssid=n563qhwxkw0000001622523495841&qH=e4e1ea250aef4ac0
16987237,https://www.flipkart.com/kipek-women-printed-straight-kurta/p/itm77102b3fbb915?pid=KTAFNWPE2BDXZ9FT&lid=LSTKTAFNWPE2BDXZ9FTKWBSMO&marketplace=FLIPKART&store=clo%2Fcfv%2Fcib&srno=b_1_27&otracker=browse&fm=organic&iid=f5414c4b-f90e-430f-a4fd-a8c20c58db96.KTAFNWPE2BDXZ9FT.SEARCH&ppt=browse&ppn=browse&ssid=4msxvf00680000001622523100334
14608234,https://www.flipkart.com/goodwill-impex-women-maxi-multicolor-dress/p/itmf3vcjkujvbuhw?pid=DREE8ZWV2P6DGW5C&lid=LSTDREE8ZWV2P6DGW5CTJAXRD&marketplace=FLIPKART&q=Cami+Neck+Smocked+Maxi+Dress+++GOODWILL&store=clo%2Fodx%2Fmaj%2Fjhy&srno=s_1_12&otracker=search&otracker1=search&fm=SEARCH&iid=45b71283-e71c-41c9-87af-b91825fc3566.DREE8ZWV2P6DGW5C.SEARCH&ppt=sp&ppn=sp&ssid=tjh0uw52680000001622523582503&qH=b118f6d955f84f55
16881093,https://www.flipkart.com/gentino-solid-men-polo-neck-dark-blue-t-shirt/p/itmcbddee5cb474c?pid=TSHFPNX6YG6RHKMM&lid=LSTTSHFPNX6YG6RHKMMWURCMA&marketplace=FLIPKART&q=Navy+Blue+Solid+Polo+T-Shirt++Gentino&store=clo%2Fash%2Fank%2Fedy&srno=s_1_5&otracker=search&otracker1=search&fm=SEARCH&iid=1fc607a5-dd2a-42f2-b6af-6bac5ceb9c83.TSHFPNX6YG6RHKMM.SEARCH&ppt=sp&ppn=sp&ssid=y1cr6ekhj40000001622523834555&qH=f226f41bc43e52b4
15121393,https://www.flipkart.com/ak-fashion-women-maxi-white-dress/p/itm49621560fd753
17633334,https://www.flipkart.com/hangup-men-ethnic-jacket-kurta-dhoti-pant-set/p/itmad6a132451ed9?pid=ETHGYU6FMQ8FNKSW&lid=LSTETHGYU6FMQ8FNKSWAXR0FM&marketplace=FLIPKART&q=+Hang+Up+Brown+Dhoti+Kurta+Set+With+Brown+Printed+Nehru+Jacket+&store=clo%2Fcfv%2Fitg%2Fpme&srno=s_1_6&otracker=search&otracker1=search&fm=SEARCH&iid=893ab239-d542-4ed3-a04e-322c3bf0f421.ETHGYU6FMQ8FNKSW.SEARCH&ppt=sp&ppn=sp&ssid=nqybllozf40000001622524474166&qH=579bb7f653f2a0ec
17605163,https://www.flipkart.com/harbor-n-bay-full-sleeve-printed-men-sweatshirt/p/itm5870b84a07688?pid=SWSGF7HKWH8KQMMA&lid=LSTSWSGF7HKWH8KQMMA3AGVEZ&marketplace=FLIPKART&store=clo%2Fqvw%2F64a%2Fvui
17433956,https://www.flipkart.com/aks-women-solid-straight-kurta/p/itmfgkh3fe7uvufp?pid=KTAFGJYKZHZQ6DH9&lid=LSTKTAFGJYKZHZQ6DH9PIWWAL&marketplace=FLIPKART&q=Black+Viscose+Straight+Kurta+Aks&store=clo%2Fcfv%2Fcib%2Frkt&srno=s_1_2&otracker=search&otracker1=search&fm=SEARCH&iid=e251f7a1-5a75-4101-a28e-cf7c63b5334b.KTAFGJYKZHZQ6DH9.SEARCH&ppt=sp&ppn=sp&ssid=ngf39d0i280000001622526764312&qH=7147bec0d3ec3781
16220729,https://www.flipkart.com/shoes-kingdom-shoes-lb772-loafers-men/p/itmf7gzgauh4bhfz?pid=SHOF7GG5FF5EBDB3&lid=LSTSHOF7GG5FF5EBDB3AINRCF&marketplace=FLIPKART&q=Blue+Leatherette+Slip+On+Loafers+Shoes+Kingdom&store=osp%2Fcil%2Fe1f&srno=s_1_2&otracker=search&otracker1=search&fm=SEARCH&iid=1402a695-be4e-4e93-abc7-c4083254618b.SHOF7GG5FF5EBDB3.SEARCH&ppt=sp&ppn=sp&ssid=53q13ms6bk0000001622527704059&qH=978741c0039799c9
17601508,https://www.flipkart.com/kirei-women-kurta-sharara-set/p/itmc0b115fc64854?pid=ETHG22AHPGBQ6EM6&lid=LSTETHG22AHPGBQ6EM6ZBHGJG&marketplace=FLIPKART&q=Black+Cotton+Kurta+Sharara+Set&store=clo%2Fcfv%2Fitg%2Ftys&srno=s_1_39&otracker=search&otracker1=search&fm=SEARCH&iid=8060d8a7-81a0-4375-bc63-3d5b3d2638f5.ETHG22AHPGBQ6EM6.SEARCH&ppt=sp&ppn=sp&ssid=4l8t5m17400000001622517437360&qH=82ebd4ac5ee7990b
17324840,https://www.flipkart.com/highlight-fashion-export-women-polka-print-straight-kurta/p/itmb2d146d30aa83?pid=KTAFVQKYHAQZQTZX&lid=LSTKTAFVQKYHAQZQTZXM897EU&marketplace=FLIPKART&q=Highlight+Fashion+Export&store=search.flipkart.com&srno=s_3_83&otracker=search&otracker1=search&fm=SEARCH&iid=664d80fe-310d-4932-85ff-7cc77313a1ad.KTAFVQKYHAQZQTZX.SEARCH&ppt=sp&ppn=sp&ssid=63bnxhs2qo0000001622517942875&qH=bb470df507424865
15726555,https://www.flipkart.com/purple-state-men-checkered-straight-kurta/p/itmfakwxzpwbuuav?pid=KTAFAKGU5HFYUHUF&lid=LSTKTAFAKGU5HFYUHUFQDBFIK&marketplace=FLIPKART&q=Purple+State+Long+Kurta+men&store=clo%2Fcfv%2Fcib%2Fjks&srno=s_2_41&otracker=search&otracker1=search&fm=SEARCH&iid=1cd6db21-d99d-4295-acb5-e9406e5cce36.KTAFAKGU5HFYUHUF.SEARCH&ppt=sp&ppn=sp&ssid=h5p7olpm0g0000001622519522173&qH=22efab4f7bd59fe3
16729993,https://www.flipkart.com/gentino-solid-men-polo-neck-blue-t-shirt/p/itm041c721321671?pid=TSHFNJYBQ9TNTB2Y&lid=LSTTSHFNJYBQ9TNTB2YCNTMMK&marketplace=FLIPKART&q=Gentino+Solid+Polo+T-Shirt&store=clo%2Fash%2Fank%2Fedy&srno=s_1_17&otracker=search&otracker1=search&fm=SEARCH&iid=911dc071-43eb-4cc8-a665-a64b74fe7f79.TSHFNJYBQ9TNTB2Y.SEARCH&ppt=sp&ppn=sp&qH=3d5a5e767af340e0
17596018,https://www.flipkart.com/kipek-women-kurta-palazzo-set/p/itm139c759b06583?pid=ETHGFXTFU6EHYUKN&lid=LSTETHGFXTFU6EHYUKN2OBVVN&marketplace=FLIPKART&q=Kipek+Grey+Cotton+Kurta+Palazzo+Set&store=clo%2Fcfv%2Fitg%2Ftys&srno=s_2_60&otracker=search&otracker1=search&fm=SEARCH&iid=22c3ebce-8802-4f82-a405-bf064a8e63a7.ETHGFXTFU6EHYUKN.SEARCH&ppt=sp&ppn=sp&ssid=2opacuh8ao0000001622520021591&qH=8ef67d9d858b2974
17415437,https://www.flipkart.com/myshka-women-gown-blue-dress/p/itm3d7aae4617134?pid=DREFXZVTZUH9DZN9&lid=LSTDREFXZVTZUH9DZN9LLXZB1&marketplace=FLIPKART&q=Myshka&store=clo&srno=s_1_10&otracker=search&otracker1=search&fm=SEARCH&iid=0f114bca-5f72-430f-aae6-8c3f080c6670.DREFXZVTZUH9DZN9.SEARCH&ppt=sp&ppn=sp&ssid=jwgqij7fbk0000001622521450404&qH=367acd7c963b1a29
17563336,https://www.flipkart.com/mutaqinoti-moccasins-luxury-leather-loafer-slip-ons-casual-penny-loafers-shoes-monk-strap-men/p/itm7e4deeb6d1574?pid=SHOGYDEGGAH4DZRZ&lid=LSTSHOGYDEGGAH4DZRZVBYYJX&marketplace=FLIPKART&q=Mutaqinoti+Brown+Patent+Leather+Slip+On+Loafers&store=osp%2Fcil&srno=s_1_26&otracker=search&otracker1=search&fm=SEARCH&iid=20fbd8c9-a918-47db-81aa-79075b8845b3.SHOGYDEGGAH4DZRZ.SEARCH&ppt=sp&ppn=sp&ssid=61m0w6ptk00000001622523088042&qH=41c2af50f9cccc07
